tot_inserts	elap_secs	cum_ips	int_ips
202807000	43510	4661.08	3043.48
203191000	43589	4661.43	4854.61
203193000	43590	4661.45	6666.67
203197000	43591	4661.35	2222.22
203199000	43592	4661.34	4073.32
203201000	43592	4661.35	6472.49
203208000	43593	4661.38	5862.65
203819000	43720	4661.84	4818.38
203820000	43721	4661.81	2000.00
203821000	43721	4661.81	5000.00
203822000	43723	4661.65	587.54
204237000	43814	4661.42	4550.49
204240000	43815	4661.40	3754.69
205033000	43982	4661.65	4725.84
205033000	43983	4661.59	0.00
205034000	43983	4661.58	3333.33
205041000	43984	4661.64	7945.52
205074000	43991	4661.70	5062.13
205607000	44095	4662.75	5105.36
205607000	44095	4662.72	0.00
205612000	44097	4662.68	3333.33
206141000	44197	4664.08	5280.44
206143000	44198	4664.06	3333.33
206145000	44198	4664.07	6666.67
206146000	44198	4664.05	2386.63
206148000	44199	4664.06	6666.67
206150000	44199	4664.07	5000.00
206154000	44200	4664.04	3636.36
206755000	44323	4664.71	4906.12
206757000	44324	4664.67	2490.66
206762000	44325	4664.67	4557.89
206763000	44325	4664.67	5405.41
206765000	44325	4664.66	3929.27
207302000	44426	4666.23	5358.96
207305000	44427	4666.16	2307.69
207764000	44531	4665.57	4413.46
207766000	44531	4665.59	10000.00
207766000	44531	4665.57	0.00
207771000	44532	4665.65	16666.67
207775000	44532	4665.70	10000.00
207777000	44533	4665.67	2857.14
207778000	44533	4665.66	3333.33
208814000	44757	4665.49	4631.20
208814000	44757	4665.48	0.00
208815000	44757	4665.49	7575.76
208819000	44758	4665.48	4246.28
208823000	44759	4665.45	3636.36
208825000	44759	4665.45	4000.00
208827000	44760	4665.45	5000.00
208828000	44760	4665.42	2000.00
208829000	44761	4665.37	1428.57
208832000	44761	4665.39	7594.94
208833000	44762	4665.35	1652.89
208834000	44762	4665.35	5000.00
208837000	44763	4665.37	6000.00
208839000	44763	4665.34	2857.14
208842000	44764	4665.35	5000.00
208843000	44764	4665.33	2500.00
208845000	44765	4665.32	4000.00
208865000	44768	4665.47	7150.52
210480000	45100	4666.94	4864.41
210486000	45102	4666.84	2726.03
210489000	45102	4666.88	10033.44
210490000	45103	4666.86	2500.00
210491000	45103	4666.84	2525.25
210495000	45104	4666.81	3322.26
210498000	45105	4666.78	3333.33
210505000	45106	4666.81	5833.33
210507000	45107	4666.82	6666.67
210510000	45107	4666.86	10000.00
210511000	45107	4666.84	2500.00
210513000	45108	4666.85	6666.67
210516000	45108	4666.90	15000.00
210519000	45108	4666.92	7500.00
210521000	45109	4666.94	6666.67
210522000	45109	4666.93	3496.50
210532000	45113	4666.76	2621.92
211069000	45227	4666.88	4714.66
211536000	45324	4667.15	4794.66
212106000	45443	4667.49	4797.98
212110000	45445	4667.35	1738.37
212135000	45450	4667.35	4717.87
212723000	45568	4668.24	5012.32
212726000	45570	4668.08	1370.49
212726000	45570	4668.02	0.00
212728000	45571	4667.98	2500.00
212729000	45572	4667.94	1666.67
212736000	45573	4667.95	5068.79
214342000	45887	4671.01	5114.50
214343000	45887	4671.01	4739.34
214345000	45888	4671.03	10000.00
214347000	45888	4671.04	5037.78
214348000	45888	4671.02	2481.39
214351000	45889	4671.03	6000.00
214352000	45890	4670.96	1111.11
214353000	45891	4670.85	769.23
214780000	45979	4671.26	4883.35
214780000	45979	4671.24	0.00
214782000	45979	4671.27	15151.52
214782000	45979	4671.26	0.00
214782000	45979	4671.25	0.00
214808000	45985	4671.22	4459.69
214811000	45988	4670.99	1034.13
214815000	45988	4671.07	40000.00
215529000	46131	4672.03	4981.27
215549000	46134	4672.21	8120.18
215554000	46135	4672.18	3573.98
215593000	46141	4672.42	6498.92
215645000	46149	4672.76	6667.52
216817000	46394	4673.37	4789.54
216833000	46398	4673.23	3345.18
216838000	46399	4673.26	6119.95
216846000	46402	4673.14	2760.52
216852000	46402	4673.24	19867.55
217978000	46629	4674.69	4971.30
217993000	46632	4674.71	5001.67
218592000	46753	4675.43	4954.51
218597000	46755	4675.33	2378.69
219280000	46891	4676.36	5033.20
219287000	46894	4676.21	2276.42
219916000	47012	4677.85	5329.38
220424000	47116	4678.30	4884.62
220425000	47116	4678.29	3333.33
220426000	47116	4678.29	3333.33
220428000	47117	4678.29	5000.00
220435000	47119	4678.22	3181.82
220910000	47227	4677.57	4394.08
220912000	47227	4677.58	6666.67
220915000	47228	4677.60	6000.00
220915000	47228	4677.54	0.00
220921000	47229	4677.60	10000.00
220922000	47230	4677.56	1428.57
220923000	47230	4677.56	5000.00
221352000	47331	4676.62	4239.09
221357000	47332	4676.68	10020.04
221361000	47333	4676.58	2222.22
221362000	47335	4676.47	714.29
221363000	47335	4676.47	5000.00
221366000	47336	4676.46	4285.71
221380000	47339	4676.42	4117.65
222059000	47461	4678.77	5593.03
222072000	47463	4678.80	5448.45
222090000	47468	4678.71	3739.09
222632000	47570	4680.08	5318.89
222632000	47570	4680.07	0.00
222632000	47570	4680.05	0.00
222632000	47570	4680.04	0.00
222633000	47570	4680.05	8196.72
222633000	47570	4680.04	0.00
222633000	47570	4680.03	0.00
222633000	47571	4680.01	0.00
222633000	47571	4679.98	0.00
222637000	47571	4680.05	29850.75
222639000	47572	4679.99	1874.41
222658000	47574	4680.22	11183.05
223316000	47704	4681.26	5061.50
223965000	47833	4682.21	5031.01
223966000	47833	4682.17	1666.67
223966000	47834	4682.15	0.00
223971000	47836	4682.05	2380.95
223973000	47836	4682.01	2500.00
223975000	47837	4682.03	10000.00
223977000	47838	4681.98	2000.00
223978000	47839	4681.89	909.09
223978000	47839	4681.83	0.00
225329000	48108	4683.79	5032.01
225952000	48241	4683.78	4681.18
225955000	48241	4683.79	5628.52
225956000	48242	4683.77	2500.00
225959000	48243	4683.74	3102.38
225965000	48244	4683.76	5808.33
226568000	48361	4684.90	5153.85
226569000	48361	4684.89	3333.33
226569000	48362	4684.83	0.00
226569000	48362	4684.80	0.00
226573000	48363	4684.78	3636.36
226574000	48363	4684.78	5000.00
226576000	48364	4684.79	6666.67
226576000	48364	4684.77	0.00
226577000	48364	4684.75	2500.00
226580000	48365	4684.78	10000.00
226584000	48366	4684.75	3415.88
226586000	48366	4684.74	3875.97
226588000	48367	4684.74	5154.64
226591000	48367	4684.78	10000.00
226592000	48368	4684.66	712.76
226599000	48372	4684.48	2064.29
226601000	48372	4684.48	4640.37
227074000	48481	4683.71	4341.88
227077000	48482	4683.66	2583.98
227079000	48483	4683.64	3333.33
227799000	48629	4684.36	4922.47
228880000	48851	4685.26	4881.86
229546000	48986	4685.92	4926.44
229568000	48989	4686.06	6849.32
230664000	49245	4684.00	4287.95
230664000	49245	4683.97	0.00
230665000	49245	4683.94	2024.29
230666000	49246	4683.91	1953.13
230667000	49246	4683.92	5208.33
230681000	49249	4683.91	4517.59
230686000	49250	4683.95	8051.53
230693000	49254	4683.68	1629.04
231317000	49378	4684.55	5029.38
231327000	49380	4684.55	4690.43
233057000	49761	4683.45	4540.68
233064000	49763	4683.46	5000.00
233069000	49764	4683.45	4166.67
233642000	49892	4682.91	4473.84
234374000	50029	4684.76	5362.64
234908000	50144	4684.66	4638.56
234929000	50146	4684.89	10500.00
236089000	50389	4685.31	4771.70
236090000	50389	4685.31	5000.00
236094000	50390	4685.28	3418.80
236112000	50393	4685.34	5571.03
236130000	50396	4685.45	6925.74
237927000	50762	4687.10	4913.86
238520000	50882	4687.67	4929.34
238520000	50883	4687.61	0.00
238522000	50883	4687.63	10000.00
238523000	50883	4687.63	3333.33
238524000	50883	4687.63	5000.00
238530000	50885	4687.62	4285.71
238532000	50885	4687.63	6666.67
239055000	50990	4688.20	4962.05
239697000	51113	4689.53	5245.06
240334000	51245	4689.85	4811.87
240336000	51246	4689.84	4008.02
240336000	51246	4689.82	0.00
240359000	51252	4689.68	3554.87
240359000	51253	4689.62	0.00
240361000	51253	4689.64	11764.71
240365000	51254	4689.61	3252.03
240369000	51256	4689.56	2857.14
240370000	51256	4689.54	2500.00
240377000	51258	4689.53	4375.00
241365000	51467	4689.65	4718.24
241365000	51468	4689.60	0.00
241366000	51469	4689.52	926.78
241367000	51469	4689.52	4524.89
241368000	51470	4689.48	1490.31
241371000	51470	4689.53	23255.81
241377000	51470	4689.59	10000.00
241817000	51558	4690.17	5034.32
242360000	51671	4690.45	4815.07
242360000	51671	4690.38	0.00
242361000	51672	4690.36	2118.64
242364000	51673	4690.34	3750.00
242364000	51673	4690.28	0.00
242365000	51673	4690.28	3333.33
242369000	51674	4690.31	8000.00
242369000	51675	4690.26	0.00
242370000	51675	4690.25	3039.51
242371000	51675	4690.25	5000.00
242371000	51675	4690.21	0.00
242377000	51677	4690.22	5000.00
242382000	51678	4690.20	3846.15
242383000	51679	4690.16	1666.67
242384000	51679	4690.13	1666.67
242385000	51679	4690.12	3333.33
242386000	51680	4690.11	3333.33
242388000	51680	4690.13	10000.00
242389000	51680	4690.12	3333.33
242390000	51680	4690.13	5847.95
243426000	51915	4688.92	4423.02
243428000	51915	4688.92	5000.00
243447000	51920	4688.83	3746.80
243447000	51920	4688.81	0.00
243471000	51922	4689.09	12000.00
243472000	51924	4689.00	833.33
243474000	51924	4689.03	11627.91
244177000	52054	4690.81	5402.37
244180000	52054	4690.85	17441.86
244185000	52055	4690.89	7142.86
244186000	52055	4690.88	4385.96
244198000	52057	4690.89	4854.37
244199000	52058	4690.88	3048.78
244200000	52058	4690.85	1715.27
244205000	52059	4690.89	8103.73
245151000	52255	4691.42	4831.46
245634000	52370	4690.29	4181.82
245638000	52371	4690.32	8000.00
245639000	52371	4690.28	1428.57
245640000	52372	4690.27	3333.33
245643000	52372	4690.31	15000.00
245644000	52373	4690.27	1428.57
245647000	52373	4690.31	15000.00
245648000	52375	4690.11	416.49
246401000	52550	4688.83	4306.03
246403000	52550	4688.85	10000.00
246410000	52552	4688.81	3451.68
246411000	52553	4688.80	3676.47
246412000	52553	4688.79	3048.78
246412000	52553	4688.77	0.00
246414000	52553	4688.79	10000.00
246415000	52554	4688.78	3333.33
246432000	52558	4688.72	3869.79
246960000	52662	4689.45	5059.89
247943000	52850	4691.37	5229.89
249166000	53130	4689.66	4366.30
249167000	53131	4689.64	2500.00
249167000	53131	4689.61	0.00
249186000	53137	4689.49	3518.52
249188000	53137	4689.50	6666.67
249189000	53137	4689.49	3558.72
249190000	53138	4689.48	2386.63
249192000	53138	4689.48	5376.34
249703000	53244	4689.78	4837.73
250348000	53368	4690.91	5176.61
250349000	53369	4690.90	3322.26
250355000	53372	4690.69	1626.90
250847000	53484	4690.10	4408.13
250852000	53485	4690.12	5555.56
250854000	53485	4690.12	5000.00
250858000	53486	4690.11	4000.00
250859000	53486	4690.10	3333.33
250863000	53487	4690.15	13333.33
251361000	53586	4690.76	5020.82
251362000	53586	4690.74	2500.00
251379000	53589	4690.79	5460.97
251381000	53590	4690.80	6666.67
251383000	53590	4690.81	6666.67
251386000	53591	4690.79	3382.19
251394000	53593	4690.77	4181.91
251395000	53593	4690.75	2000.00
251398000	53594	4690.76	6000.00
252596000	53816	4693.62	5381.85
252601000	53817	4693.63	5555.56
252602000	53818	4693.59	1428.57
252603000	53818	4693.59	5000.00
252606000	53818	4693.63	15000.00
252610000	53819	4693.65	6666.67
252611000	53820	4693.60	1250.00
252612000	53820	4693.57	2000.00
252613000	53821	4693.55	2000.00
252618000	53822	4693.55	5000.00
252619000	53823	4693.51	1428.57
252620000	53823	4693.45	1111.11
252620000	53824	4693.44	0.00
252627000	53825	4693.48	6822.61
252629000	53825	4693.46	3484.32
252631000	53825	4693.48	8849.56
253103000	53918	4694.16	5086.21
253108000	53920	4694.06	2272.73
253112000	53921	4694.12	22222.22
253112000	53922	4693.99	0.00
253114000	53923	4693.99	4000.00
253124000	53925	4693.92	3447.09
253134000	53927	4693.94	5265.93
253144000	53931	4693.84	3030.30
253154000	53934	4693.77	3448.28
253163000	53935	4693.83	7064.36
253169000	53937	4693.72	2375.30
253761000	54065	4693.63	4654.09
253769000	54067	4693.59	3811.34
253776000	54068	4693.59	4682.27
253829000	54069	4694.47	43693.32
254467000	54205	4694.48	4698.29
254512000	54212	4694.75	7032.35
255536000	54428	4694.87	4724.79
255537000	54428	4694.88	7299.27
255554000	54433	4694.82	4015.12
255586000	54440	4694.82	4637.68
256198000	54564	4695.33	4919.61
256200000	54564	4695.34	6666.67
256201000	54565	4695.32	2500.00
256210000	54566	4695.34	5294.12
256214000	54567	4695.39	13333.33
256215000	54567	4695.38	3333.33
256216000	54567	4695.36	2000.00
256219000	54568	4695.33	3073.77
258014000	54950	4695.35	4698.65
258666000	55092	4695.14	4611.03
258670000	55093	4695.12	3636.36
259316000	55231	4695.10	4687.95
259319000	55232	4695.02	1873.83
259329000	55234	4695.08	7147.96
259333000	55234	4695.12	10000.00
259346000	55237	4695.15	5416.67
259349000	55237	4695.15	5217.39
259353000	55238	4695.18	7619.05
259356000	55238	4695.19	6198.35
259359000	55238	4695.22	7832.90
259362000	55239	4695.23	5847.95
259363000	55239	4695.22	3472.22
259366000	55240	4695.23	5813.95
259369000	55240	4695.25	7894.74
259371000	55242	4695.14	1151.41
260041000	55376	4695.87	4996.31
260765000	55521	4696.68	5007.75
260777000	55523	4696.74	6319.12
261391000	55647	4697.29	4943.60
261396000	55648	4697.24	2941.18
261422000	55655	4697.14	3870.20
261424000	55656	4697.11	2989.54
261428000	55657	4697.09	3518.03
262148000	55790	4698.78	5405.85
262169000	55794	4698.83	5369.47
263097000	55969	4700.74	5308.92
263893000	56126	4701.73	5057.18
264587000	56259	4702.94	5211.07
266199000	56574	4705.30	5128.47
266200000	56574	4705.28	2105.26
266206000	56577	4705.17	2306.81
266939000	56725	4705.79	4941.92
266941000	56726	4705.78	3333.33
266945000	56727	4705.78	5000.00
266948000	56727	4705.77	3750.00
266951000	56728	4705.76	4285.71
266955000	56729	4705.77	5714.29
266956000	56730	4705.73	1250.00
266959000	56730	4705.76	15000.00
266961000	56730	4705.76	5000.00
266966000	56732	4705.72	3125.00
266970000	56733	4705.72	4444.44
266972000	56733	4705.71	4000.00
266985000	56736	4705.69	4368.28
267988000	56923	4707.84	5357.65
268769000	57078	4708.73	5034.97
270682000	57449	4711.69	5168.87
271653000	57649	4712.13	4838.86
272546000	57829	4712.89	4954.70
272547000	57831	4712.78	633.71
272548000	57831	4712.78	4504.50
272549000	57832	4712.77	3460.21
272550000	57832	4712.77	5617.98
272554000	57833	4712.76	3872.22
272555000	57833	4712.75	3333.33
272557000	57833	4712.76	6666.67
272563000	57834	4712.82	10169.49
272569000	57836	4712.74	2742.23
272570000	57837	4712.68	1084.60
272577000	57837	4712.77	17500.00
273485000	58006	4714.76	5398.27
275540000	58412	4717.11	5052.86
277178000	58743	4718.48	4960.64
278098000	58929	4719.15	4930.33
278098000	58929	4719.14	0.00
278105000	58931	4719.10	3684.21
278107000	58931	4719.12	10000.00
278110000	58932	4719.15	10000.00
278113000	58932	4719.15	5000.00
278115000	58933	4719.15	4000.00
279027000	59100	4721.24	5461.70
279041000	59101	4721.35	8647.31
279043000	59102	4721.31	2219.76
279048000	59103	4721.38	25125.63
279050000	59104	4721.32	1666.67
279051000	59104	4721.32	5555.56
279053000	59104	4721.33	6250.00
279056000	59105	4721.30	3054.99
279064000	59106	4721.38	11142.06
279072000	59108	4721.32	3331.95
279076000	59109	4721.33	5006.26
279082000	59111	4721.31	4000.00
279088000	59112	4721.29	4000.00
279781000	59265	4720.77	4521.31
280658000	59447	4721.11	4831.26
280660000	59448	4721.08	2500.00
280664000	59448	4721.11	8000.00
280674000	59450	4721.13	5263.16
